project_start_date,reporting_construction_type,extended_affordability_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,all_counted_units,total_units
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,0,2,2,2
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,0,0,0,0,0,1,0,1,1
2016-06-27,1,0,94,0,0,0,0,95,95
2016-06-27,1,0,4,11,13,0,0,29,29
2016-06-27,1,0,1,14,10,0,0,25,25
2016-06-27,0,0,0,0,1,0,0,1,1
2016-06-24,1,1,0,0,7,0,1,8,8
2016-06-24,1,1,0,1,6,0,1,8,8
2016-06-24,1,1,0,10,17,0,8,36,36
2016-06-24,1,1,0,4,8,0,0,12,12
2016-06-24,1,1,0,2,4,0,2,8,8
2016-06-24,1,1,0,0,6,0,2,8,8
2016-06-24,1,1,0,2,4,0,2,8,8
2016-06-24,1,1,0,2,1,0,1,4,4
2016-06-24,1,1,0,2,6,0,1,9,9
2016-06-24,1,1,0,2,4,0,0,6,6
2016-06-24,1,1,0,2,4,0,0,6,6
2016-06-24,1,1,0,3,1,0,1,5,5
2016-06-24,1,1,0,0,11,0,0,12,12
2016-06-24,1,1,0,0,36,0,0,36,36
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,24,0,0,24,24
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,1,0,0,12,0,0,12,12
2016-06-24,1,0,0,0,189,33,0,224,224
2016-06-24,1,1,0,0,7,0,0,7,7
2016-06-24,1,1,0,0,8,0,0,8,8
2016-06-24,1,1,0,0,4,0,0,4,4
2016-06-24,1,1,0,0,4,0,0,4,4
2016-06-24,1,1,0,0,3,0,0,3,3
2016-06-24,1,1,0,0,2,0,0,2,2
2016-06-24,1,0,0,2,0,0,0,2,2
2016-06-23,1,0,0,0,20,0,0,21,21
2016-06-23,1,0,0,0,3,3,0,6,6
2016-06-23,0,0,23,0,130,0,0,153,153
2016-06-22,1,0,3,7,64,4,0,79,79
2016-06-22,0,0,0,0,169,42,0,212,212
2016-06-22,1,1,135,14,236,0,0,385,385
2016-06-22,0,0,0,0,1,0,0,1,1
2016-06-20,1,0,104,1,0,0,0,106,106
2016-06-20,0,0,0,0,4,0,0,4,20
2016-06-17,1,1,0,0,39,0,0,39,39
2016-06-17,1,1,0,0,43,0,0,43,43
2016-06-17,1,1,0,0,84,0,0,84,84
2016-06-17,1,1,0,0,84,0,0,84,84
2016-06-17,0,0,0,0,1,0,0,1,1
2016-06-17,0,0,0,0,1,0,0,1,1
2016-06-16,0,0,0,0,25,0,0,25,125
2016-06-16,0,0,0,0,1,0,0,1,1
2016-06-16,0,0,0,0,2,0,0,2,8
2016-06-15,1,0,0,3,4,0,0,7,7
2016-06-15,1,0,0,4,1,0,0,6,6
2016-06-15,1,0,0,6,0,0,0,6,6
2016-06-15,1,0,0,5,1,0,0,6,6
2016-06-15,1,0,0,4,4,0,0,8,8
2016-06-15,1,0,0,4,3,1,0,8,8
2016-06-15,1,0,0,2,5,0,0,7,7
2016-06-15,1,0,0,3,4,0,0,7,7
2016-06-15,1,0,0,1,4,0,0,5,5
2016-06-15,1,0,0,3,1,0,0,4,4
2016-06-15,1,0,0,3,1,0,0,4,4
2016-06-15,1,0,0,6,2,0,0,8,8
2016-06-15,1,0,0,6,0,0,0,6,6
2016-06-15,1,0,135,0,0,0,0,135,135
2016-06-15,1,0,135,0,0,0,0,135,135
2016-06-15,1,0,135,0,0,0,0,135,135
2016-06-15,1,0,135,0,0,0,0,135,135
2016-06-15,0,0,0,0,1,0,0,1,1
2016-06-14,1,0,0,0,12,0,0,12,12
2016-06-14,0,0,0,0,1,0,0,1,1
2016-06-13,1,1,0,5,8,0,4,17,17
2016-06-13,1,1,0,4,7,0,4,15,15
2016-06-10,0,0,0,0,1,0,0,1,1
2016-06-09,0,0,0,0,81,0,0,81,405
2016-06-08,1,0,0,0,10,0,0,10,10
2016-06-07,0,0,0,0,1,0,0,1,1
2016-06-07,1,0,0,0,1,0,0,1,1
2016-06-06,0,0,0,0,1,0,0,1,1
2016-06-03,0,0,0,0,0,0,10,10,49
2016-05-31,0,0,0,0,1,0,0,1,1
2016-05-26,1,0,0,0,17,0,0,18,18
2016-05-26,1,1,136,15,14,9,0,174,174
2016-05-26,1,1,0,50,0,0,0,50,50
2016-05-26,1,1,0,50,0,0,0,50,50
2016-05-26,1,1,0,50,0,0,0,50,50
2016-05-26,0,0,0,0,30,0,0,30,147
2016-05-25,1,1,0,6,0,0,0,6,6
2016-05-25,1,1,0,36,0,0,0,36,36
2016-05-25,1,1,0,6,0,0,0,7,7
2016-05-25,1,1,0,36,0,0,0,36,36
2016-05-25,1,1,0,24,0,0,0,24,24
2016-05-25,1,1,0,12,0,0,0,12,12
2016-05-25,0,0,0,0,1,0,0,1,1
2016-05-24,0,0,0,28,112,0,0,140,140
2016-05-23,0,0,0,0,2,0,0,2,9
2016-05-23,0,0,0,0,2,0,0,2,9
2016-05-19,0,0,119,0,0,0,0,119,119
2016-05-19,0,0,56,0,0,0,0,56,56
2016-05-18,0,0,0,0,29,0,0,29,143
2016-05-13,1,0,0,0,0,2,0,2,2
2016-05-12,1,1,0,1,28,11,0,41,41
2016-05-12,0,0,0,0,1,0,0,1,1
2016-05-10,1,0,0,0,1,0,0,1,1
2016-05-10,0,0,0,0,1,0,0,1,1
2016-05-10,0,0,0,0,1,0,0,1,1
2016-05-09,0,0,0,0,1,0,0,1,1
2016-05-06,0,0,0,0,1,0,0,1,1
2016-05-05,0,0,0,0,1,0,0,1,1
2016-04-29,0,0,0,0,1,0,0,1,1
2016-04-29,1,0,0,0,1,0,0,1,1
2016-04-28,0,0,0,0,35,21,0,56,175
2016-04-27,1,0,0,0,0,3,0,3,3
2016-04-26,0,0,41,0,40,0,0,81,82
2016-04-26,0,0,0,0,1,0,0,1,1
2016-04-25,0,0,0,0,3,0,0,3,14
2016-04-22,0,0,0,0,3,0,0,3,13
2016-04-19,0,0,0,0,1,0,0,1,1
2016-04-18,0,0,0,0,1,0,0,1,1
2016-04-15,0,0,0,0,1,0,0,1,1
2016-04-15,0,0,0,0,1,0,0,1,1
2016-04-14,0,0,0,0,1,0,0,1,1
2016-04-14,0,0,0,0,10,0,0,10,41
2016-04-12,1,0,0,2,0,0,0,2,2
2016-04-11,0,0,54,0,106,18,0,179,179
2016-04-11,0,0,0,0,11,0,0,11,11
2016-04-08,1,1,0,0,0,19,0,19,19
2016-04-07,0,0,0,1,0,0,0,1,1
2016-04-04,0,0,0,0,1,0,0,1,1
2016-03-31,0,0,0,0,1,0,0,1,1
2016-03-31,0,0,0,0,1,0,0,1,1
2016-03-29,0,0,0,0,1,0,0,1,1
2016-03-29,0,0,0,0,1,0,0,1,1
2016-03-28,1,0,0,0,2,0,0,2,2
2016-03-24,0,0,0,0,1,0,0,1,1
2016-03-24,0,0,0,0,1,0,0,1,1
2016-03-24,1,0,0,0,177,0,0,178,178
2016-03-24,1,0,0,0,3,0,0,3,3
2016-03-23,1,0,55,4,4,0,0,63,63
2016-03-22,0,0,27,19,88,0,0,135,135
2016-03-21,1,0,2,0,0,0,0,2,2
2016-03-21,0,0,0,0,2,0,0,2,8
2016-03-18,0,0,0,0,0,1,0,1,1
2016-03-17,1,0,0,0,2,0,0,2,2
2016-03-17,0,0,0,0,1,0,0,1,1
2016-03-16,1,0,0,0,1,0,0,1,1
2016-03-16,0,0,0,0,1,0,0,1,1
2016-03-16,0,0,0,0,1,0,0,1,1
2016-03-15,0,0,0,0,1,0,0,1,1
2016-03-08,1,0,0,2,7,0,0,9,9
2016-03-08,1,0,0,5,11,0,0,16,16
2016-03-08,1,0,0,19,24,0,0,43,43
2016-03-08,1,0,0,0,8,0,0,8,8
2016-03-08,1,0,0,5,27,0,0,32,32
2016-03-08,1,0,0,1,0,3,0,4,4
2016-03-08,1,0,0,0,8,0,0,8,8
2016-03-08,1,0,0,0,6,0,0,6,6
2016-03-08,1,0,0,0,1,1,0,2,2
2016-03-08,1,0,0,0,6,0,0,6,6
2016-03-08,1,0,0,4,11,0,0,15,15
2016-03-08,1,0,0,0,15,0,0,15,15
2016-03-08,1,0,0,5,11,0,0,16,16
2016-03-08,1,0,0,10,17,0,0,27,27
2016-03-08,1,0,0,0,2,1,0,3,3
2016-03-08,1,0,0,0,22,0,0,22,22
2016-03-08,1,0,0,5,18,2,0,25,25
2016-03-08,1,0,0,32,14,0,0,46,46
2016-03-08,1,0,0,0,30,0,0,30,30
2016-03-08,0,0,0,0,1,0,0,1,1
2016-03-08,1,0,0,0,0,2,0,2,2
2016-03-04,1,0,0,0,3,0,0,3,3
2016-03-02,1,0,0,0,13,0,0,13,13
2016-03-02,1,0,0,1,1,0,2,4,4
2016-03-02,1,0,0,5,12,0,0,17,17
2016-03-02,1,0,0,2,3,0,2,7,7
2016-03-02,1,0,0,2,5,0,1,8,8
2016-02-29,0,0,0,0,1,0,0,1,1
2016-02-26,0,0,0,1,0,0,0,1,1
2016-02-25,0,0,0,0,1,0,0,1,1
2016-02-25,1,1,0,134,0,0,0,135,135
2016-02-12,1,0,0,2,0,0,0,2,2
2016-02-12,0,0,0,0,87,0,0,87,430
2016-02-11,0,0,0,0,1,0,0,1,1
2016-02-11,0,0,0,0,1,0,0,1,1
2016-02-10,1,0,2,0,0,0,6,8,8
2016-02-10,1,0,0,0,5,1,0,6,6
2016-02-10,1,0,1,6,1,0,0,8,8
2016-02-10,1,0,4,0,4,0,0,8,8
2016-02-10,1,0,7,7,2,0,0,16,16
2016-02-10,1,0,6,0,2,0,0,8,8
2016-02-10,1,0,0,0,4,0,0,4,4
2016-02-10,1,0,6,0,2,0,0,8,8
2016-02-10,1,0,3,5,0,0,0,8,8
2016-02-10,1,0,0,69,0,0,0,69,69
2016-02-03,0,0,0,0,1,0,0,1,1
2016-02-02,0,0,0,0,1,0,0,1,1
2016-02-01,1,0,0,0,1,0,0,1,1
2016-01-30,1,0,0,0,0,2,0,2,2
2016-01-30,1,0,0,0,0,2,0,2,2
2016-01-29,1,0,0,87,128,0,0,215,215
2016-01-29,1,1,0,0,0,358,0,359,359
2016-01-29,1,1,0,0,0,358,0,359,359
2016-01-29,0,0,0,0,1,0,0,1,1
2016-01-29,0,0,0,0,1,0,0,1,1
2016-01-29,0,0,0,0,1,0,0,1,1
2016-01-28,0,0,0,0,1,0,0,1,1
2016-01-28,1,0,0,0,402,0,0,404,438
2016-01-27,0,0,0,0,23,0,0,23,114
2016-01-25,1,0,0,0,0,1,0,1,1
2016-01-22,1,0,0,0,4,0,0,4,4
2016-01-22,1,0,0,0,3,0,0,3,3
2016-01-21,0,0,0,0,1,0,0,1,1
2016-01-20,0,0,0,0,1,0,0,1,1
2016-01-15,0,0,0,0,1,0,0,1,1
2016-01-15,1,0,0,0,0,1,0,1,1
2016-01-14,0,0,0,0,1,0,0,1,1
2016-01-13,0,0,0,0,11,0,0,11,53
2016-01-11,1,0,0,0,1,0,0,1,1
2016-01-11,0,0,0,0,1,0,0,1,1
2016-01-11,0,0,0,0,8,0,0,8,40
2016-01-08,1,0,1,0,0,0,0,1,1
2016-01-08,0,0,0,0,1,0,0,1,1
2016-01-07,0,0,0,0,2,0,0,2,8
2016-01-06,0,0,0,0,1,0,0,1,1
2016-01-05,1,1,0,0,109,0,53,162,205
2016-01-05,1,1,0,0,54,0,27,81,103
2016-01-05,1,1,0,0,55,0,27,82,103
2016-01-05,1,1,0,0,109,0,55,164,206
2016-01-05,1,1,0,0,106,0,54,160,201
2016-01-05,1,1,0,0,108,0,55,164,206
2016-01-05,1,1,0,0,109,0,54,163,206
2016-01-05,0,0,0,0,7,0,0,7,32
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-31,1,0,0,0,1,0,0,1,1
2015-12-30,1,0,0,18,0,0,0,18,18
2015-12-30,1,0,0,24,0,0,0,25,25
2015-12-30,1,0,0,0,0,24,0,25,25
2015-12-30,1,0,0,24,0,0,0,24,24
2015-12-30,1,0,0,0,10,0,8,18,18
2015-12-30,1,0,0,0,2,0,0,2,2
2015-12-30,1,0,0,2,4,0,0,6,6
2015-12-30,1,0,0,2,4,0,0,6,6
2015-12-30,1,0,0,0,20,0,3,23,23
2015-12-30,1,0,0,1,10,0,1,12,12
2015-12-30,1,0,0,1,12,0,3,16,16
2015-12-30,1,0,0,4,15,0,1,20,20
2015-12-30,1,0,0,0,10,0,2,12,12
2015-12-30,1,0,0,1,15,0,0,16,16
2015-12-30,1,0,0,2,12,0,9,23,23
2015-12-30,1,0,0,0,6,0,0,6,6
2015-12-30,1,0,0,0,4,0,2,6,6
2015-12-30,1,0,0,0,15,0,1,16,16
2015-12-30,1,0,0,0,5,0,1,6,6
2015-12-30,1,0,0,0,2,0,0,2,2
2015-12-30,1,0,0,3,13,0,0,16,16
2015-12-30,1,0,0,0,6,0,0,6,6
2015-12-30,1,0,0,4,2,0,0,6,6
2015-12-30,1,0,0,0,6,0,0,6,6
2015-12-30,1,0,0,3,3,0,0,6,6
2015-12-30,1,0,0,3,3,0,0,6,6
2015-12-30,1,0,0,2,6,0,0,8,8
2015-12-30,1,0,0,1,1,0,1,3,3
2015-12-30,1,0,0,2,4,0,0,6,6
2015-12-30,1,0,0,1,5,0,0,6,6
2015-12-30,1,0,0,10,6,0,0,16,16
2015-12-30,1,0,0,1,16,0,5,22,22
2015-12-30,1,0,0,2,11,0,3,16,16
2015-12-30,1,0,0,0,6,0,2,8,8
2015-12-30,1,0,0,3,3,0,0,6,6
2015-12-30,1,0,0,2,16,0,8,26,26
2015-12-30,1,0,0,0,6,0,0,6,6
2015-12-30,1,0,0,36,125,0,0,161,161
2015-12-30,1,0,0,1,7,0,0,8,8
2015-12-30,1,0,0,0,7,0,3,10,10
2015-12-30,1,0,0,0,7,0,2,10,10
2015-12-30,1,0,0,2,6,0,0,8,8
2015-12-30,1,0,0,1,20,0,8,30,30
2015-12-30,1,0,0,4,19,0,2,25,25
2015-12-30,1,0,0,5,11,0,2,18,18
2015-12-30,1,1,0,0,0,11,0,11,11
2015-12-30,1,0,0,0,0,160,0,160,160
2015-12-30,1,0,0,0,0,142,0,142,142
2015-12-30,1,0,122,93,64,31,0,311,311
2015-12-30,1,0,0,0,0,2,0,2,2
2015-12-29,0,0,138,0,0,0,0,140,140
2015-12-29,0,0,57,0,0,0,0,57,57
2015-12-29,0,0,0,0,37,0,0,37,183
2015-12-29,0,0,32,0,124,0,0,157,157
2015-12-29,0,0,0,0,1,0,0,1,1
2015-12-24,0,0,115,0,7,0,0,123,123
2015-12-23,0,0,0,0,24,69,0,94,94
2015-12-23,1,0,0,0,0,15,0,15,15
2015-12-23,1,0,0,0,0,65,0,65,65
2015-12-23,1,0,0,0,0,15,0,15,15
2015-12-23,1,0,0,0,0,9,0,9,9
2015-12-22,0,0,16,13,12,9,0,51,51
2015-12-22,0,0,0,0,129,126,0,256,256
2015-12-22,0,0,0,25,89,8,0,123,123
2015-12-18,1,1,0,0,14,0,120,134,134
2015-12-18,1,1,0,0,5,0,46,51,51
2015-12-18,1,1,0,0,4,0,39,43,43
2015-12-18,1,1,0,0,4,0,39,43,43
2015-12-18,1,1,0,0,18,0,169,187,187
2015-12-18,1,1,0,0,4,0,39,43,43
2015-12-18,1,1,0,0,12,0,116,128,128
2015-12-18,1,1,0,0,8,0,78,86,86
2015-12-18,1,1,0,0,22,0,207,229,229
2015-12-18,1,1,0,0,7,0,72,79,79
2015-12-18,1,1,0,0,14,0,126,140,140
2015-12-18,1,1,0,0,7,0,73,80,80
2015-12-18,1,1,0,0,12,0,109,121,121
2015-12-18,1,1,0,0,12,0,116,128,128
2015-12-18,1,1,0,0,21,0,191,212,212
2015-12-18,1,1,0,0,7,0,72,79,79
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,21,0,191,212,212
2015-12-18,1,1,0,0,7,0,73,80,80
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,14,0,126,140,140
2015-12-18,1,1,0,0,7,0,73,80,80
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,7,0,72,79,79
2015-12-18,1,1,0,0,17,0,153,170,170
2015-12-18,1,1,0,0,5,0,47,52,52
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,4,0,39,43,43
2015-12-18,1,1,0,0,18,0,167,185,185
2015-12-18,1,1,0,0,4,0,35,39,39
2015-12-18,1,1,0,0,4,0,35,39,39
2015-12-18,1,1,0,0,4,0,36,40,40
2015-12-18,1,1,0,0,12,0,114,126,126
2015-12-18,1,1,0,0,5,0,47,52,52
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,5,0,46,51,51
2015-12-18,1,1,0,0,5,0,47,52,52
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,6,0,47,53,53
2015-12-18,1,1,0,0,5,0,47,52,52
2015-12-18,1,1,0,0,5,0,47,52,52
2015-12-18,1,1,0,0,5,0,47,52,52
2015-12-18,1,1,0,0,9,0,84,93,93
2015-12-18,1,1,0,0,14,0,126,140,140
2015-12-18,1,1,0,0,14,0,126,140,140
2015-12-18,1,1,0,0,9,0,84,93,93
2015-12-18,1,1,0,0,9,0,84,93,93
2015-12-18,1,1,0,0,14,0,126,140,140
2015-12-18,1,1,0,0,14,0,126,140,140
2015-12-18,1,1,0,0,9,0,84,93,93
2015-12-17,0,0,31,0,62,0,0,94,94
2015-12-17,1,0,0,12,0,0,0,12,12
2015-12-17,1,0,0,14,0,0,0,14,14
2015-12-17,0,0,0,0,1,0,0,1,1
2015-12-17,1,0,0,0,197,0,0,197,197
2015-12-17,1,0,0,0,1,0,0,1,1
2015-12-14,1,0,16,39,0,0,0,56,56
2015-12-09,0,0,0,0,1,0,0,1,1
2015-12-08,0,0,0,20,79,0,0,100,100
2015-12-07,0,0,0,0,1,0,0,1,1
2015-12-04,0,0,0,0,16,0,0,16,80
2015-12-04,0,0,0,0,1,0,0,1,1
2015-12-03,1,0,2,0,51,2,0,55,55
2015-12-03,1,0,1,3,24,2,0,30,30
2015-12-02,0,0,0,0,74,0,0,74,368
2015-12-01,1,0,0,175,0,0,0,175,175
2015-11-30,1,0,0,0,1,0,0,1,1
2015-11-25,0,0,6,29,24,0,0,60,60
2015-11-25,0,0,0,0,1,0,0,1,1
2015-11-24,0,0,0,0,0,11,0,11,55
2015-11-24,0,0,42,14,12,0,0,69,69
2015-11-24,0,0,0,0,1,0,0,1,1
2015-11-23,0,0,0,0,106,0,0,106,106
2015-11-20,1,0,0,0,4,0,0,4,4
2015-11-20,1,0,0,0,7,0,2,9,9
2015-11-20,1,0,0,0,6,0,2,8,8
2015-11-20,1,0,0,0,8,0,0,8,8
2015-11-20,1,0,0,0,8,0,0,8,8
2015-11-20,1,0,0,0,7,0,1,8,8
2015-11-20,1,0,0,0,17,0,3,20,20
2015-11-20,1,0,0,0,15,0,5,20,20
2015-11-20,1,0,0,0,4,0,4,8,8
2015-11-20,1,0,0,0,4,0,0,4,4
2015-11-18,1,0,0,23,0,0,0,23,23
2015-11-18,0,0,90,0,80,0,0,171,171
2015-11-17,0,0,48,0,0,0,0,48,48
2015-11-16,0,0,0,0,1,0,0,1,1
2015-11-13,0,0,0,0,1,0,0,1,1
2015-11-12,0,0,0,0,22,0,0,22,105
2015-11-12,0,0,0,0,1,0,0,1,1
2015-11-10,0,0,0,0,1,0,0,1,1
2015-11-09,0,0,0,1,0,0,0,1,1
2015-11-04,0,0,0,0,1,0,0,1,1
2015-11-03,0,0,0,0,1,0,0,1,1
2015-11-02,1,0,34,0,0,0,0,35,35
2015-10-30,0,0,8,16,35,0,0,60,60
2015-10-30,0,0,0,41,24,0,0,65,191
2015-10-29,0,0,53,0,0,0,0,54,54
2015-10-29,0,0,0,0,2,0,0,2,10
2015-10-28,0,0,0,0,1,0,0,1,1
2015-10-27,1,0,3,1,0,0,0,4,4
2015-10-27,1,0,0,6,0,0,0,6,6
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,2,1,0,0,0,3,3
2015-10-27,1,0,0,7,2,0,0,9,9
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,1,1,0,0,0,2,2
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,2,3,0,0,0,5,5
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,8,0,0,0,8,8
2015-10-27,1,0,1,6,0,0,0,7,7
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,1,2,0,0,0,3,3
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,5,1,0,0,0,6,6
2015-10-27,1,0,1,3,0,0,0,4,4
2015-10-27,1,0,1,3,0,0,0,4,4
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,3,1,0,0,4,4
2015-10-27,1,0,0,1,0,0,0,1,1
2015-10-27,1,0,0,1,0,0,0,1,1
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,6,0,0,0,6,6
2015-10-27,1,0,0,8,0,0,0,8,8
2015-10-27,1,0,1,4,0,0,0,5,5
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,1,3,0,0,0,4,4
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,1,1,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,1,4,0,0,0,5,5
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,1,1,0,0,2,2
2015-10-27,1,0,0,8,0,0,0,8,8
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,4,0,0,0,4,4
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,1,3,0,0,0,4,4
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,0,6,0,0,0,6,6
2015-10-27,1,0,1,2,0,0,0,3,3
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,1,1,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,4,1,0,0,5,5
2015-10-27,1,0,1,3,0,0,0,4,4
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,3,0,0,0,3,3
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,1,0,0,2,0,0,0,2,2
2015-10-27,0,0,0,0,1,0,0,1,1
2015-10-26,0,0,0,0,1,0,0,1,1
2015-10-23,0,0,0,0,21,0,0,21,103
2015-10-22,0,0,0,0,1,0,0,1,1
2015-10-22,0,0,0,0,1,0,0,1,1
2015-10-22,0,0,0,0,2,0,0,2,8
2015-10-21,0,0,0,0,1,0,0,1,1
2015-10-20,1,0,0,1,0,0,0,1,1
2015-10-20,0,0,0,0,1,0,0,1,1
2015-10-14,1,0,0,4,48,0,20,73,73
2015-10-14,1,0,0,2,17,0,6,26,26
2015-10-14,1,0,0,6,14,0,5,25,25
2015-10-14,1,0,0,6,11,0,7,25,25
